央视频道,#genre#
CCTV1,http://221.5.12.130:2223/hls/23/index.m3u8
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8
CCTV1,http://118.122.2.29:9999/hls/1/index.m3u8
CCTV1,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV1/index.m3u8?gMac=unknown&livodToken=3f76fa247855b9f1507e08620e857dda1b4424839963e7074fc1ee72310d6023_1720504514_604800&fromCDN=ws
CCTV1,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV1/index.m3u8?gMac=unknown&livodToken=bb800ae03c2a2601e027d128dbd1b82006eadafaf3c87df367dfbc39b38e217c_1720507748_604800&fromCDN=ws
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8
CCTV6,http://118.122.2.29:9999/hls/6/index.m3u8
CCTV6,http://182.150.23.74:808/hls/6/index.m3u8
CCTV6,http://219.147.200.9:18080/newlive/live/hls/6/live.m3u8
CCTV6,http://58.17.48.228:808/hls/6/index.m3u8
CCTV6,http://221.5.12.130:2223/hls/75/index.m3u8
CCTV6,https://live.v1.mk/api/bestv.php?id=cctv6hd8m/8000000
CCTV6,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0
CCTV6,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0&cdn=5202
CCTV6,http://mobilelive-ds.ysp.cctv.cn/ysp/2013693901.m3u8
CCTV9,http://221.5.12.130:2223/hls/90/index.m3u8
CCTV9,http://182.150.23.74:808/hls/9/index.m3u8
CCTV9,http://118.122.2.29:9999/hls/9/index.m3u8
CCTV9,http://58.17.48.228:808/hls/9/index.m3u8
CCTV13,http://182.150.23.74:808/hls/13/index.m3u8
CCTV13,http://118.122.2.29:9999/hls/13/index.m3u8
CCTV13,http://112.123.206.32:808/hls/13/index.m3u8
CCTV13,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
CCTV14,http://metatvpro.xyz:25461/W1045/4329/407
CCTV14,http://xyt.186738613.xyz/lngd.php?id=132&Cf.m3u8
CCTV14,http://hlsbkmgsplive.miguvideo.com/wd_r2/ocn/cctv14hd/3000/index.m3u8?&encrypt=
CCTV14,http://116.162.6.192/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225513/index.m3u8
CCTV14,http://59.44.102.18:8888/newlive/live/hls/16/live.m3u8
CCTV14,http://182.150.23.74:808/hls/14/index.m3u8
CCTV14,http://118.122.2.29:9999/hls/14/index.m3u8
CCTV14,http://58.17.48.228:808/hls/14/index.m3u8
CCTV14,https://api.olelive.com/dis/live/CCTV14HD/hls.m3u8
CCTV14,https://tv.smart-chat.net/iptv.php?id=101900&num=1
CCTV14,https://tv.smart-chat.net/iptv.php?id=101900&num=3
CCTV14,https://tv.smart-chat.net/iptv.php?id=101900&num=2
卫视频道,#genre#
广东卫视,http://118.122.2.29:9999/hls/25/index.m3u8
广东卫视,http://219.147.200.9:18080/newlive/live/hls/32/live.m3u8
浙江卫视,http://219.147.200.9:18080/newlive/live/hls/29/live.m3u8
浙江卫视,http://58.17.48.228:808/hls/32/index.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
湖南卫视,http://219.147.200.9:18080/newlive/live/hls/30/live.m3u8
湖南卫视,http://58.17.48.228:808/hls/31/index.m3u8
湖南卫视,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
北京卫视,http://58.220.219.14:9901/tsfile/live/0122_1.m3u8?key=txiptv
北京卫视,http://120.224.178.16:9901/tsfile/live/0126_1.m3u8
北京卫视,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225502/index.m3u8
北京卫视,http://xyt.186738613.xyz/lngd.php?id=083&Cf.m3u8
北京卫视,http://36.32.174.67:60080/newlive/live/hls/25/live.m3u8
北京卫视,http://61.138.128.226:19901/tsfile/live/0122_1.m3u8
北京卫视,http://59.44.102.18:8888/newlive/live/hls/20/live.m3u8
北京卫视,http://219.147.200.9:18080/newlive/live/hls/26/live.m3u8
北京卫视,http://metatvpro.xyz:25461/W1045/4329/410
湖北卫视,http://59.44.102.18:8888/newlive/live/hls/23/live.m3u8
湖北卫视,http://118.122.2.29:9999/hls/33/index.m3u8
湖北卫视,http://219.147.200.9:18080/newlive/live/hls/42/live.m3u8
湖北卫视,http://115.149.139.141:10001/tsfile/live/1027_1.m3u8
黑龙江卫视,http://59.44.102.18:8888/newlive/live/hls/37/live.m3u8
黑龙江卫视,http://61.138.54.155:2233/hls/1/index.m3u8
黑龙江卫视,http://118.122.2.29:9999/hls/30/index.m3u8
安徽卫视,http://59.44.102.18:8888/newlive/live/hls/32/live.m3u8
安徽卫视,http://223.241.247.214:85//tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://219.147.200.9:18080/newlive/live/hls/43/live.m3u8
安徽卫视,http://115.149.139.141:10001/tsfile/live/1025_1.m3u8
重庆卫视,http://59.44.102.18:8888/newlive/live/hls/31/live.m3u8
重庆卫视,http://118.122.2.29:9999/hls/31/index.m3u8
重庆卫视,http://219.147.200.9:18080/newlive/live/hls/35/live.m3u8
东方卫视,http://219.147.200.9:18080/newlive/live/hls/28/live.m3u8
东南卫视,http://118.122.2.29:9999/hls/29/index.m3u8
东南卫视,http://219.147.200.9:18080/newlive/live/hls/44/live.m3u8
甘肃卫视,http://219.147.200.9:18080/newlive/live/hls/54/live.m3u8
甘肃卫视,https://tv.smart-chat.net/iptv.php?id=201500&num=2
甘肃卫视,https://tv.smart-chat.net/iptv.php?id=201500&num=1
广西卫视,http://118.122.2.29:9999/hls/37/index.m3u8
贵州卫视,http://59.44.102.18:8888/newlive/live/hls/34/live.m3u8
贵州卫视,http://118.122.2.29:9999/hls/32/index.m3u8
贵州卫视,http://219.147.200.9:18080/newlive/live/hls/49/live.m3u8
海南卫视,http://219.147.200.9:18080/newlive/live/hls/47/live.m3u8
海南卫视,https://live.v1.mk/api/bestv.php?id=hainanwshd8m/8000000
海南卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227139/index.m3u8
河北卫视,http://118.122.2.29:9999/hls/34/index.m3u8
河北卫视,http://219.147.200.9:18080/newlive/live/hls/38/live.m3u8
河北卫视,http://59.44.102.18:8888/newlive/live/hls/26/live.m3u8
河北卫视,http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=2510710360&k=f1b16a3a3866dafecb94ec2bb4160e58
河南卫视,http://219.159.147.195:9901/tsfile/live/1034_1.m3u8
河南卫视,http://123.163.55.234:9901/tsfile/live/0139_1.m3u8
河南卫视,http://221.210.64.165:2233/hls/48/index.m3u8
河南卫视,http://58.220.219.14:9901/tsfile/live/0139_1.m3u8?key=txiptv
河南卫视,http://110.241.190.141:808/hls/48/index.m3u8
河南卫视,http://36.32.174.67:60080/newlive/live/hls/35/live.m3u8
